77.0,107.0,1.5,1000.0,9.0,2.028966199394432,3.422877413701526
73.0,93.0,1.5,990.0,3.0,0.48812810014416774,11.351051679421058
77.0,97.0,1.5,1000.0,3.0,0.511652345934248,10.739509371331218
72.0,92.0,1.5,990.0,4.0,0.6028087983708095,8.66546920025191
72.0,92.0,1.5,1000.0,5.0,0.7233705580449714,6.888921616792742
78.0,99.0,1.5,1000.0,4.0,0.6831220437635057,7.962686413049395
72.0,92.0,1.5,1000.0,6.0,0.8439323177191332,5.754533770222068
78.0,99.0,1.5,1000.0,5.0,0.819746452516207,6.391355803552814
74.0,94.0,1.5,1000.0,3.0,0.4940091615916878,11.110721767702282
72.0,92.0,1.5,1000.0,7.0,0.9644940773932952,4.940920235629086
78.0,104.0,1.5,1000.0,9.0,1.7393239231040671,3.4672433540651024
72.0,92.0,1.5,1000.0,8.0,1.0850558370674572,4.328875561462728
78.0,98.0,1.5,1000.0,7.0,1.0350668147635365,4.610239783204757
79.0,99.0,1.5,1000.0,6.0,0.9159753204512544,5.310849578436952
80.0,102.0,1.5,1000.0,9.0,1.4717356272419033,3.473861809525021
75.0,95.0,1.5,1000.0,6.0,0.8748078903186137,5.5556610892465885
73.0,93.0,1.5,1000.0,4.0,0.6101601251802096,8.479796163547105
80.0,100.0,1.5,1000.0,8.0,1.1909149431228188,3.9505344058707133
74.0,94.0,1.5,1000.0,4.0,0.6175114519896098,8.381547433466254
74.0,94.0,1.5,1000.0,7.0,0.9880183231833756,4.825570544054329
75.0,95.0,1.5,1000.0,4.0,0.6248627787990098,8.285538562299607
76.0,96.0,1.5,1000.0,4.0,0.63221410560841,8.191694184939209
77.0,106.0,1.5,1000.0,9.0,1.9506745688743206,3.4431083734462815
77.0,97.0,1.5,1000.0,4.0,0.63956543241781,8.099942263199754
79.0,99.0,1.5,1000.0,9.0,1.3085361720732205,3.553673594489515
78.0,98.0,1.5,1000.0,4.0,0.6469167592272103,8.010213905183011
75.0,95.0,1.5,1000.0,9.0,1.2497255575980195,3.7181199603889223
74.0,94.0,1.5,1000.0,5.0,0.7410137423875317,6.72873848402665
72.0,92.0,1.5,1000.0,9.0,1.205617596741619,3.851749327899014
78.0,98.0,1.5,1000.0,8.0,1.1644501666089784,4.038809085044251
75.0,95.0,1.5,1000.0,5.0,0.7498353345588118,6.651395161239203
78.0,100.0,1.5,1000.0,9.0,1.439389789280543,3.5505721421794707
76.0,96.0,1.5,1000.0,9.0,1.26442821121682,3.675604346363837
78.0,98.0,1.5,1000.0,9.0,1.2938335184544205,3.593412276523972
77.0,97.0,1.5,1000.0,5.0,0.7674785189013721,6.5018991390330365
78.0,98.0,1.5,1000.0,5.0,0.7763001110726524,6.42963213498131
77.0,105.0,1.5,1000.0,9.0,1.8731180710351496,3.46353154364681
77.0,97.0,1.5,1000.0,6.0,0.8953916053849341,5.430510103255288
78.0,98.0,1.5,1000.0,6.0,0.9056834629180944,5.370016261009845
75.0,95.0,1.5,1000.0,7.0,0.9997804460784157,4.769882646075894
76.0,96.0,1.5,1000.0,7.0,1.0115425689734558,4.7154595121600495
77.0,97.0,1.5,1000.0,7.0,1.023304691868496,4.662258737532848
73.0,93.0,1.5,1000.0,8.0,1.0982882253243773,4.277686113356023
74.0,94.0,1.5,1000.0,8.0,1.1115206135812974,4.227687368802967
75.0,95.0,1.5,1000.0,8.0,1.1247530018382177,4.1788384611427425
77.0,97.0,1.5,1000.0,8.0,1.1512177783520583,4.08443578686982
79.0,101.0,1.5,1000.0,9.0,1.455562708261223,3.5118002509539976
73.0,93.0,1.5,1000.0,9.0,1.2203202503604191,3.8061568028252584
73.0,93.0,1.5,1000.0,5.0,0.7321921502162516,6.807892633385586
76.0,96.0,1.5,1000.0,5.0,0.7586569267300918,6.575801523825416
